,Artist,Rank,Song Title,Year
1071,Boys Like Girls Featuring Taylor Swift,72,Two Is Better Than One,2010
1072,3OH!3 Featuring Ke$ha,73,My First Kiss,2010
1073,Kelly Clarkson,74,Already Gone,2010
1074,The Black Eyed Peas,75,Rock That Body,2010
1075,OneRepublic,76,Secrets,2010
1076,Selena Gomez & The Scene,77,Naturally,2010
1077,Alicia Keys,78,Un-Thinkable (I'm Ready),2010
1078,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",79,All I Do Is Win,2010
1079,"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",80,I Made It (Cash Money Heroes),2010
1080,Sugarland,81,Stuck Like Glue,2010
1081,Usher Featuring Plies,82,Hey Daddy (Daddy's Home),2010
1082,Usher,83,There Goes My Baby,2010
1083,Taylor Swift,84,Today Was A Fairytale,2010
1084,Timbaland Featuring Drake,85,Say Something,2010
1085,Beyonce,86,Sweet Dreams,2010
1086,Kings Of Leon,87,Use Somebody,2010
1087,Carrie Underwood,88,Undo It,2010
1088,Sean Kingston & Justin Bieber,89,Eenie Meenie,2010
1089,Lil Wayne Featuring Drake,90,Right Above It,2010
1090,Miranda Lambert,91,The House That Built Me,2010
1091,The Band Perry,92,If I Die Young,2010
1092,Paramore,93,The Only Exception,2010
1093,Lady Antebellum,94,American Honey,2010
1094,Sara Bareilles,95,King Of Anything,2010
1095,Daughtry,96,Life After You,2010
1096,Uncle Kracker,97,Smile,2010
1097,Cali Swag District,98,Teach Me How To Dougie,2010
1098,Alicia Keys,99,Try Sleeping With A Broken Heart,2010
1099,Jerrod Niemann,100,"Lover, Lover",2010
1100,Adele,1,Rolling In The Deep,2011
1101,LMFAO Featuring Lauren Bennett & GoonRock,2,Party Rock Anthem,2011
1102,Katy Perry,3,Firework,2011
1103,Katy Perry Featuring Kanye West,4,E.T.,2011
1104,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",5,Give Me Everything,2011
1105,Bruno Mars,6,Grenade,2011
1106,Nicki Minaj,8,Super Bass,2011
1107,Maroon 5 Featuring Christina Aguilera,9,Moves Like Jagger,2011
1108,The Black Eyed Peas,10,Just Can't Get Enough,2011
1109,Jennifer Lopez Featuring Pitbull,11,On The Floor,2011
1110,Rihanna,12,S&M,2011
1111,Foster The People,13,Pumped Up Kicks,2011
1112,Katy Perry,14,Last Friday Night (T.G.I.F.),2011
1113,Bruno Mars,15,Just The Way You Are,2011
1114,Enrique Iglesias Featuring Ludacris & DJ Frank E,16,Tonight (I'm Lovin' You),2011
1115,P!nk,17,Raise Your Glass,2011
1116,Lady Gaga,18,Born This Way,2011
1117,P!nk,19,F**kin' Perfect,2011
1118,Rihanna Featuring Drake,20,What's My Name?,2011
1119,Chris Brown Featuring Lil Wayne & Busta Rhymes,21,Look At Me Now,2011
1120,Jeremih Featuring 50 Cent,22,Down On Me,2011
1121,Lil Wayne,23,How To Love,2011
1122,Adele,24,Someone Like You,2011
1123,OneRepublic,25,Good Life,2011
1124,Bruno Mars,26,The Lazy Song,2011
1125,Britney Spears,27,Till The World Ends,2011
1126,Lupe Fiasco,28,The Show Goes On,2011
1127,Lady Gaga,29,The Edge Of Glory,2011
1128,Ke$ha,30,We R Who We R,2011
1129,Wiz Khalifa,31,Black And Yellow,2011
1130,Hot Chelle Rae,32,Tonight Tonight,2011
1131,Ke$ha,33,Blow,2011
1132,Bad Meets Evil Featuring Bruno Mars,34,Lighters,2011
1133,The Band Perry,35,If I Die Young,2011
1134,Gym Class Heroes Featuring Adam Levine,36,Stereo Hearts,2011
1135,The Black Eyed Peas,37,The Time (Dirty Bit),2011
1136,Diddy - Dirty Money Featuring Skylar Grey,38,Coming Home,2011
1137,Pitbull Featuring T-Pain,39,Hey Baby (Drop It To The Floor),2011
1138,Rihanna,40,Only Girl (In The World),2011
1139,Lil Wayne Featuring Cory Gunz,41,6 Foot 7 Foot,2011
1140,Lady Antebellum,42,Just A Kiss,2011
1141,Jason Aldean,43,Dirt Road Anthem,2011
1142,Taio Cruz,44,Dynamite,2011
1143,Waka Flocka Flame Featuring Roscoe Dash & Wale,45,No Hands,2011
1144,Britney Spears,46,I Wanna Go,2011
1145,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",47,I'm On One,2011
1146,Cobra Starship Featuring Sabi,48,You Make Me Feel...,2011
1147,Chris Brown,49,Yeah 3X,2011
1148,Nicki Minaj Featuring Drake,50,Moment 4 Life,2011
1149,Dr. Dre Featuring Eminem & Skylar Grey,51,I Need A Doctor,2011
1150,Nelly,52,Just A Dream,2011
1151,Kelly Rowland Featuring Lil Wayne,53,Motivation,2011
1152,Edward Maya & Vika Jigulina,54,Stereo Love,2011
1153,Christina Perri,55,Jar Of Hearts,2011
1154,Wiz Khalifa,56,Roll Up,2011
1155,LMFAO,57,Sexy And I Know It,2011
1156,Far*East Movement Featuring Ryan Tedder,58,Rocketeer,2011
1157,Kanye West,59,All Of The Lights,2011
1158,Britney Spears,60,Hold It Against Me,2011
1159,Usher,61,More,2011
1160,Avril Lavigne,62,What The Hell,2011
1161,Tinie Tempah Featuring Eric Turner,63,Written In The Stars,2011
1162,Trey Songz Featuring Nicki Minaj,64,Bottoms Up,2011
1163,Usher Featuring Pitbull,65,DJ Got Us Fallin' In Love,2011
1164,The Script,66,For The First Time,2011
1165,Blake Shelton,67,Honey Bee,2011
1166,Jason Aldean With Kelly Clarkson,68,Don't You Wanna Stay,2011
1167,Rihanna Featuring Calvin Harris,69,We Found Love,2011
1168,Keri Hilson,70,Pretty Girl Rock,2011
1169,Lady Gaga,71,You And I,2011
1170,Far*East Movement Featuring Cataracs & Dev,72,Like A G6,2011
1171,David Guetta Featuring Usher,73,Without You,2011
1172,Taylor Swift,74,Back To December,2011
1173,Katy Perry,75,Teenage Dream,2011
1174,Eli Young Band,76,Crazy Girl,2011
1175,Rihanna,77,Cheers (Drink To That),2011
1176,Selena Gomez & The Scene,78,Who Says,2011
1177,Jake Owen,79,Barefoot Blue Jean Night,2011
1178,Zac Brown Band Featuring Jimmy Buffett,80,Knee Deep,2011
1179,Luke Bryan,81,Country Girl (Shake It For Me),2011
1180,Brad Paisley Duet With Carrie Underwood,82,Remind Me,2011
1181,Dev,83,In The Dark,2011
1182,New Boyz Featuring The Cataracs & Dev,84,Backseat,2011
1183,Drake,85,Headlines,2011
1184,Beyonce,86,Best Thing I Never Had,2011
1185,Jason Derulo,87,Don't Wanna Go Home,2011
1186,David Guetta Featuring Flo Rida & Nicki Minaj,88,Where Them Girls At,2011
1187,Chris Brown,89,She Ain't You,2011
1188,Rodney Atkins,90,Take A Back Road,2011
1189,Mike Posner,91,Please Don't Go,2011
1190,Miguel,92,Sure Thing,2011
1191,Jessie J Featuring B.o.B,93,Price Tag,2011
1192,Blake Shelton,94,God Gave Me You,2011
1193,Lil Wayne Featuring Drake,95,She Will,2011
1194,Thompson Square,96,Are You Gonna Kiss Me Or Not,2011
1195,Neon Trees,97,Animal,2011
1196,Kenny Chesney Featuring Grace Potter,98,You And Tequila,2011
1197,Zac Brown Band,99,Colder Weather,2011
1198,Big Sean Featuring Chris Brown,100,My Last,2011
1199,Gotye Featuring Kimbra,1,Somebody That I Used To Know,2012
1200,Carly Rae Jepsen,2,Call Me Maybe,2012
1201,fun. Featuring Janelle Monae,3,We Are Young,2012
1202,Maroon 5 Featuring Wiz Khalifa,4,Payphone,2012
1203,Ellie Goulding,5,Lights,2012
1204,The Wanted,6,Glad You Came,2012
1205,Kelly Clarkson,7,Stronger (What Doesn't Kill You),2012
1206,Rihanna Featuring Calvin Harris,8,We Found Love,2012
1207,Nicki Minaj,9,Starships,2012
1208,One Direction,10,What Makes You Beautiful,2012
1209,Flo Rida Featuring Sia,11,Wild Ones,2012
1210,Adele,12,Set Fire To The Rain,2012
1211,LMFAO,13,Sexy And I Know It,2012
1212,fun.,14,Some Nights,2012
1213,Katy Perry,15,Wide Awake,2012
1214,Flo Rida,16,Good Feeling,2012
1215,Flo Rida,17,Whistle,2012
1216,Maroon 5,18,One More Night,2012
1217,Train,19,Drive By,2012
1218,Drake Featuring Lil Wayne,20,The Motto,2012
1219,Rihanna,21,Where Have You Been,2012
1220,Neon Trees,22,Everybody Talks,2012
1221,Drake Featuring Rihanna,23,Take Care,2012
1222,David Guetta Featuring Sia,24,Titanium,2012
1223,Jason Mraz,25,I Won't Give Up,2012
1224,Bruno Mars,26,It Will Rain,2012
1225,"Kanye West, Big Sean, Pusha T, 2 Chainz",27,Mercy,2012
1226,Justin Bieber,28,Boyfriend,2012
1227,LMFAO Featuring Lauren Bennett & GoonRock,29,Party Rock Anthem,2012
1228,Alex Clare,30,Too Close,2012
1229,Katy Perry,31,Part Of Me,2012
1230,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,32,"Young, Wild & Free",2012
1231,Taylor Swift,33,We Are Never Ever Getting Back Together,2012
1232,Justin Bieber Featuring Big Sean,34,As Long As You Love Me,2012
1233,David Guetta Featuring Nicki Minaj,35,Turn Me On,2012
1234,Maroon 5 Featuring Christina Aguilera,36,Moves Like Jagger,2012
1235,P!nk,37,Blow Me (One Last Kiss),2012
1236,Owl City & Carly Rae Jepsen,38,Good Time,2012
1237,Demi Lovato,39,Give Your Heart A Break,2012
1238,Jay Z Kanye West,40,Ni**as in Paris,2012
1239,Katy Perry,41,The One That Got Away,2012
1240,Calvin Harris,42,Feel So Close,2012
1241,Adele,43,Someone Like You,2012
1242,Usher,44,Scream,2012
1243,Tyga,45,Rack City,2012
1244,Jessie J,46,Domino,2012
1245,PSY,47,Gangnam Style,2012
1246,Pitbull Featuring Chris Brown,48,International Love,2012
1247,Phillip Phillips,49,Home,2012
1248,David Guetta Featuring Usher,50,Without You,2012
1249,Gym Class Heroes Featuring Neon Hitch,51,Ass Back Home,2012
1250,Hunter Hayes,52,Wanted,2012
1251,Luke Bryan,53,Drunk On You,2012
1252,2 Chainz Featuring Drake,54,No Lie,2012
1253,Cher Lloyd,55,Want U Back,2012
1254,Chris Brown,56,Don't Wake Me Up,2012
1255,Big Sean Featuring Nicki Minaj,57,Dance (A$$),2012
1256,Eric Church,58,Springsteen,2012
1257,Karmin,59,Brokenhearted,2012
1258,Gavin DeGraw,60,Not Over You,2012
1259,Gym Class Heroes Featuring Adam Levine,61,Stereo Hearts,2012
1260,Pitbull,62,Back In Time,2012
1261,J. Cole,63,Work Out,2012
1262,Adele,64,Rumour Has It,2012
1263,Calvin Harris Featuring Ne-Yo,65,Let's Go,2012
1264,Carrie Underwood,66,Good Girl,2012
1265,Little Big Town,67,Pontoon,2012
1266,The Lumineers,68,Ho Hey,2012
1267,Coldplay,69,Paradise,2012
1268,Carrie Underwood,70,Blown Away,2012
1269,Adele,71,Rolling In The Deep,2012
1270,Usher,72,Climax,2012
1271,Wiz Khalifa,73,"Work Hard, Play Hard",2012
1272,Ne-Yo,74,Let Me Love You (Until You Learn To Love Yourself),2012
1273,Nicki Minaj,75,Pound The Alarm,2012
1274,Kenny Chesney,76,Come Over,2012
1275,Trey Songz,77,Heart Attack,2012
1276,Kirko Bangz,78,Drank In My Cup,2012
1277,Rihanna Featuring Chris Brown,79,Birthday Cake,2012
1278,B.o.B,80,So Good,2012
1279,Train,81,50 Ways To Say Goodbye,2012
1280,Toby Keith,82,Red Solo Cup,2012
1281,Selena Gomez & The Scene,83,Love You Like A Love Song,2012
1282,Chris Brown,84,Turn Up The Music,2012
1283,Ke$ha,85,Die Young,2012
1284,T-Pain Featuring Wiz Khalifa & Lily Allen,86,5 O'Clock,2012
1285,Christina Perri,87,A Thousand Years,2012
1286,Jason Aldean,88,Take A Little Ride,2012
1287,Rihanna,89,You Da One,2012
1288,Havana Brown Featuring Pitbull,90,We Run The Night,2012
1289,Imagine Dragons,91,It's Time,2012
1290,Ca$h Out,92,Cashin' Out,2012
1291,Luke Bryan,93,I Don't Want This Night To End,2012
1292,Rihanna,94,Diamonds,2012
1293,Lee Brice,95,Hard To Love,2012
1294,Kip Moore,96,Somethin' 'Bout A Truck,2012
1295,Miguel,97,Adorn,2012
1296,Jason Aldean,98,Fly Over States,2012
1297,Eli Young Band,99,Even If It Breaks Your Heart,2012
1298,Linkin Park,100,Burn It Down,2012
1299,Macklemore & Ryan Lewis Featuring Wanz,1,Thrift Shop,2013
1300,Robin Thicke Featuring T.I. + Pharrell,2,Blurred Lines,2013
1301,Imagine Dragons,3,Radioactive,2013
1302,Baauer,4,Harlem Shake,2013
1303,Macklemore & Ryan Lewis Featuring Ray Dalton,5,Can't Hold Us,2013
1304,Justin Timberlake,6,Mirrors,2013
1305,P!nk Featuring Nate Ruess,7,Just Give Me A Reason,2013
1306,Bruno Mars,8,When I Was Your Man,2013
1307,Florida Georgia Line Featuring Nelly,9,Cruise,2013
1308,Katy Perry,10,Roar,2013
1309,Bruno Mars,11,Locked Out Of Heaven,2013
1310,The Lumineers,12,Ho Hey,2013
1311,Rihanna Featuring Mikky Ekko,13,Stay,2013
1312,Daft Punk Featuring Pharrell Williams,14,Get Lucky,2013
1313,Lorde,15,Royals,2013
1314,Taylor Swift,16,I Knew You Were Trouble.,2013
1315,Miley Cyrus,17,We Can't Stop,2013
1316,Miley Cyrus,18,Wrecking Ball,2013
1317,Avicii,19,Wake Me Up!,2013
1318,Justin Timberlake Featuring JAY Z,20,Suit & Tie,2013
1319,Anna Kendrick,21,Cups (Pitch Perfect's When I'm Gone),2013
1320,Jay Z Featuring Justin Timberlake,22,Holy Grail,2013
1321,will.i.am & Britney Spears,23,Scream & Shout,2013
1322,Zedd Featuring Foxes,24,Clarity,2013
1323,AWOLNATION,25,Sail,2013
1324,Swedish House Mafia Featuring John Martin,26,Don't You Worry Child,2013
1325,Rihanna,27,Diamonds,2013
1326,Icona Pop Featuring Charli XCX,28,I Love It,2013
1327,Capital Cities,29,Safe And Sound,2013
1328,Bruno Mars,30,Treasure,2013
1329,Ariana Grande Featuring Mac Miller,31,The Way,2013
1330,Drake,32,Started From The Bottom,2013
1331,Selena Gomez,33,Come & Get It,2013
1332,Drake Featuring Majid Jordan,34,"Hold On, We're Going Home",2013
1333,Maroon 5,35,Daylight,2013
1334,Pitbull Featuring Christina Aguilera,36,Feel This Moment,2013
1335,Lady Gaga,37,Applause,2013
1336,Maroon 5,38,One More Night,2013
1337,Lil Wayne Featuring Drake & Future,39,Love Me,2013
1338,Fall Out Boy,40,My Songs Know What You Did In The Dark (Light Em Up),2013
1339,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",41,F**kin Problems,2013
1340,Justin Bieber Featuring Nicki Minaj,42,Beauty And A Beat,2013
1341,Macklemore & Ryan Lewis Featuring Mary Lambert,43,Same Love,2013
1342,Calvin Harris Featuring Florence Welch,44,Sweet Nothing,2013
1343,Lana Del Rey & Cedric Gervais,45,Summertime Sadness,2013
1344,Phillip Phillips,46,Home,2013
1345,Imagine Dragons,47,It's Time,2013
1346,J. Cole Featuring Miguel,48,Power Trip,2013
1347,Alicia Keys Featuring Nicki Minaj,49,Girl On Fire,2013
1348,Demi Lovato,50,Heart Attack,2013
1349,Maroon 5,51,Love Somebody,2013
1350,Mumford & Sons,52,I Will Wait,2013
1351,P!nk,53,Try,2013
1352,Darius Rucker,54,Wagon Wheel,2013
1353,PSY,55,Gangnam Style,2013
1354,Calvin Harris Featuring Ellie Goulding,56,I Need Your Love,2013
1355,Ke$ha,57,Die Young,2013
1356,fun.,58,Some Nights,2013
1357,Wale Featuring Tiara Thomas Or Rihanna,59,Bad,2013
1358,Blake Shelton Featuring Pistol Annies & Friends,60,Boys 'round Here,2013
1359,Phillip Phillips,61,"Gone, Gone, Gone",2013
1360,Imagine Dragons,62,Demons,2013
1361,OneRepublic,63,Counting Stars,2013
1362,Flo Rida,64,I Cry,2013
1363,Of Monsters And Men,65,Little Talks,2013
1364,Jason Derulo,66,The Other Side,2013
1365,Eminem,67,Berzerk,2013
1366,Kelly Clarkson,68,Catch My Breath,2013
1367,Luke Bryan,69,Crash My Party,2013
1368,Rihanna,70,Pour It Up,2013
1369,Taylor Swift,71,22,2013
1370,Hunter Hayes,72,I Want Crazy,2013
1371,Ylvis,73,The Fox,2013
1372,One Direction,74,Best Song Ever,2013
1373,Ed Sheeran,75,The A Team,2013
1374,fun.,76,Carry On,2013
1375,Tim McGraw With Taylor Swift,77,Highway Don't Care,2013
1376,Luke Bryan,78,That's My Kind Of Night,2013
1377,Kendrick Lamar,79,Swimming Pools (Drank),2013
1378,Blake Shelton,80,Sure Be Cool If You Did,2013
1379,Mariah Carey Featuring Miguel,81,#Beautiful,2013
1380,Olly Murs Featuring Flo Rida,82,Troublemaker,2013
1381,Ciara,83,Body Party,2013
1382,Miguel,84,Adorn,2013
1383,The Script Featuring will.i.am,85,Hall Of Fame,2013
1384,Ne-Yo,86,Let Me Love You (Until You Learn To Love Yourself),2013
1385,Rocko Featuring Future & Rick Ross,87,U.O.E.N.O.,2013
1386,Emeli Sande,88,Next To Me,2013
1387,Miranda Lambert,89,Mama's Broken Heart,2013
1388,Thomas Rhett,90,It Goes Like This,2013
1389,Ace Hood Featuring Future & Rick Ross,91,Bugatti,2013
1390,Hunter Hayes,92,Wanted,2013
1391,Lady Antebellum,93,Downtown,2013
1392,Florida Georgia Line,94,Get Your Shine On,2013
1393,will.i.am Featuring Justin Bieber,95,#thatPOWER,2013
1394,Sara Bareilles,96,Brave,2013
1395,Passenger,97,Let Her Go,2013
1396,Randy Houser,98,Runnin' Outta Moonlight,2013
1397,2 Chainz,99,I'm Different,2013
1398,Paramore,100,Still Into You,2013
1399,Pharrell Williams,1,Happy,2014
1400,Katy Perry Featuring Juicy J,2,Dark Horse,2014
1401,John Legend,3,All Of Me,2014
1402,Iggy Azalea Featuring Charli XCX,4,Fancy,2014
1403,OneRepublic,5,Counting Stars,2014
1404,Jason Derulo Featuring 2 Chainz,6,Talk Dirty,2014
1405,MAGIC!,7,Rude,2014
1406,Meghan Trainor,8,All About That Bass,2014
1407,Ariana Grande Featuring Iggy Azalea,9,Problem,2014
1408,Sam Smith,10,Stay With Me,2014
1409,Pitbull Featuring Ke$ha,11,Timber,2014
1410,Bastille,12,Pompeii,2014
1411,Taylor Swift,13,Shake It Off,2014
1412,Nico & Vinz,14,Am I Wrong,2014
1413,DJ Snake & Lil Jon,15,Turn Down For What,2014
1414,Eminem Featuring Rihanna,16,The Monster,2014
1415,A Great Big World & Christina Aguilera,17,Say Something,2014
1416,Lorde,18,Team,2014
1417,Passenger,19,Let Her Go,2014
1418,Lorde,20,Royals,2014
1419,Idina Menzel,21,Let It Go,2014
1420,Avicii,22,Wake Me Up!,2014
1421,Imagine Dragons,23,Demons,2014
1422,One Direction,24,Story Of My Life,2014
1423,Sia,25,Chandelier,2014
1424,Iggy Azalea Featuring Rita Ora,26,Black Widow,2014
1425,"Jessie J, Ariana Grande & Nicki Minaj",27,Bang Bang,2014
1426,Disclosure Featuring Sam Smith,28,Latch,2014
1427,Maroon 5,29,Maps,2014
1428,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,30,Loyal,2014
1429,American Authors,31,Best Day Of My Life,2014
1430,Tove Lo,32,Habits (Stay High),2014
1431,Calvin Harris,33,Summer,2014
1432,Charli XCX,34,Boom Clap,2014
1433,Beyonce Featuring Jay Z,35,Drunk In Love,2014
1434,Nicki Minaj,36,Anaconda,2014
1435,Ariana Grande Featuring Zedd,37,Break Free,2014
1436,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,38,Bailando,2014
1437,Ellie Goulding,39,Burn,2014
1438,Jason Derulo Featuring Snoop Dogg,40,Wiggle,2014
1439,Clean Bandit Featuring Jess Glynne,41,Rather Be,2014
1440,Jeremih Featuring YG,42,Don't Tell 'Em,2014
1441,Kid Ink Featuring Chris Brown,43,Show Me,2014
1442,Miley Cyrus,44,Wrecking Ball,2014
1443,Justin Timberlake,45,Not A Bad Thing,2014
1444,Katy Perry,46,Roar,2014
1445,Paramore,47,Ain't It Fun,2014
1446,Aloe Blacc,48,The Man,2014
1447,Florida Georgia Line Featuring Luke Bryan,49,This Is How We Roll,2014
1448,MKTO,50,Classic,2014
1449,Coldplay,51,A Sky Full Of Stars,2014
1450,Ed Sheeran,52,Don't,2014
1451,Trey Songz,53,Na Na,2014
1452,Bobby Shmurda,54,Hot Boy,2014
1453,Drake Featuring Majid Jordan,55,"Hold On, We're Going Home",2014
1454,Ed Sheeran,56,Sing,2014
1455,Imagine Dragons,57,Radioactive,2014
1456,YG Featuring Jeezy & Rich Homie Quan,58,My Hitta,2014
1457,Echosmith,59,Cool Kids,2014
1458,Avicii,60,Hey Brother,2014
1459,Jason Derulo,61,Trumpets,2014
1460,Maroon 5,62,Animals,2014
1461,Jason Aldean,63,Burnin' It Down,2014
1462,Luke Bryan,64,Play It Again,2014
1463,Tinashe Featuring ScHoolboy Q,65,2 On,2014
1464,Florida Georgia Line,66,Dirt,2014
1465,OneRepublic,67,Love Runs Out,2014
1466,Brantley Gilbert,68,Bottoms Up,2014
1467,Becky G,69,Shower,2014
1468,Rixton,70,Me And My Broken Heart,2014
1469,Martin Garrix,71,Animals,2014
1470,Rich Gang Featuring Young Thug & Rich Homie Quan,72,Lifestyle,2014
1471,Kenny Chesney,73,American Kids,2014
1472,Sara Bareilles,74,Brave,2014
1473,The Neighbourhood,75,Sweater Weather,2014
1474,Sam Hunt,76,Leave The Night On,2014
1475,Chris Brown Featuring Usher & Rick Ross,77,New Flame,2014
1476,Michael Jackson & Justin Timberlake,78,Love Never Felt So Good,2014
1477,Dierks Bentley,79,Drunk On A Plane,2014
1478,Katy Perry,80,Birthday,2014
1479,Lady Antebellum,81,Bartender,2014
1480,Naughty Boy Featuring Sam Smith,82,La La La,2014
1481,Robin Thicke Featuring T.I. + Pharrell,83,Blurred Lines,2014
1482,Lady Gaga Featuring R. Kelly,84,Do What U Want,2014
1483,Shakira Featuring Rihanna,85,Can't Remember To Forget You,2014
1484,5 Seconds Of Summer,86,Amnesia,2014
1485,T.I. Featuring Iggy Azalea,87,No Mediocre,2014
1486,KONGOS,88,Come With Me Now,2014
1487,Lil Wayne Featuring Drake,89,Believe Me,2014
1488,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",90,23,2014
1489,Jake Owen,91,Beachin',2014
1490,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,92,White Walls,2014
1491,5 Seconds Of Summer,93,She Looks So Perfect,2014
1492,Zedd Featuring Hayley Williams,94,Stay The Night,2014
1493,Beyonce,95,Partition,2014
1494,ScHoolboy Q Featuring BJ The Chicago Kid,96,Studio,2014
1495,Drake,97,0 To 100 / The Catch Up,2014
1496,Lee Brice,98,I Don't Dance,2014
1497,Miranda Lambert Duet With Carrie Underwood,99,Somethin' Bad,2014
1498,Miley Cyrus,100,Adore You,2014
1499,Mark Ronson Featuring Bruno Mars,1,Uptown Funk!,2015
1500,Ed Sheeran,2,Thinking Out Loud,2015
1501,Wiz Khalifa Featuring Charlie Puth,3,See You Again,2015
1502,Fetty Wap,4,Trap Queen,2015
1503,Maroon 5,5,Sugar,2015
1504,WALK THE MOON,6,Shut Up And Dance,2015
1505,Taylor Swift,7,Blank Space,2015
1506,Silento,8,Watch Me,2015
1507,The Weeknd,9,Earned It (Fifty Shades Of Grey),2015
1508,The Weeknd,10,The Hills,2015
1509,OMI,11,Cheerleader,2015
1510,The Weeknd,12,Can't Feel My Face,2015
1511,Ellie Goulding,13,Love Me Like You Do,2015
1512,Hozier,14,Take Me To Church,2015
1513,Taylor Swift Featuring Kendrick Lamar,15,Bad Blood,2015
1514,Major Lazer & DJ Snake Featuring MO,16,Lean On,2015
1515,Jason Derulo,17,Want To Want Me,2015
1516,Taylor Swift,18,Shake It Off,2015
1517,Skrillex & Diplo With Justin Bieber,19,Where Are U Now,2015
1518,Rachel Platten,20,Fight Song,2015
1519,Fetty Wap Featuring Remy Boyz,21,679,2015
1520,Meghan Trainor,22,Lips Are Movin,2015
1521,Fifth Harmony Featuring Kid Ink,23,Worth It,2015
1522,Omarion Featuring Chris Brown & Jhene Aiko,24,Post To Be,2015
1523,Andy Grammer,25,"Honey, I'm Good.",2015
1524,Sam Smith,26,I'm Not The Only One,2015
1525,Selena Gomez Featuring A$AP Rocky,27,Good For You,2015
1526,Meghan Trainor,28,All About That Bass,2015
1527,Taylor Swift,29,Style,2015
1528,Drake,30,Hotline Bling,2015
1529,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",31,Hey Mama,2015
1530,Flo Rida Featuring Sage The Gemini & Lookas,32,G.D.F.R.,2015
1531,Justin Bieber,33,What Do You Mean?,2015
1532,Ed Sheeran,34,Photograph,2015
1533,Adele,35,Hello,2015
1534,Shawn Mendes,36,Stitches,2015
1535,Tove Lo,37,Talking Body,2015
1536,Nick Jonas,38,Jealous,2015
1537,Pitbull & Ne-Yo,39,Time Of Our Lives,2015
1538,R. City Featuring Adam Levine,40,Locked Away,2015
1539,Natalie La Rose Featuring Jeremih,41,Somebody,2015
1540,Rihanna & Kanye West & Paul McCartney,42,FourFiveSeconds,2015
1541,Fall Out Boy,43,Centuries,2015
1542,Fetty Wap Featuring Monty,44,My Way,2015
1543,Sam Hunt,45,Take Your Time,2015
1544,Maroon 5,46,Animals,2015
1545,Big Sean Featuring E-40,47,I Don't F**k With You,2015
1546,Rihanna,48,B**** Better Have My Money,2015
1547,Rich Homie Quan,49,Flex (Ooh Ooh Ooh),2015
1548,T-Wayne,50,Nasty Freestyle,2015
1549,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",51,Only,2015
1550,Sia,52,Elastic Heart,2015
1551,Demi Lovato,53,Cool For The Summer,2015
1552,X Ambassadors,54,Renegades,2015
1553,Usher Featuring Juicy J,55,I Don't Mind,2015
1554,Ariana Grande & The Weeknd,56,Love Me Harder,2015
1555,Taylor Swift,57,Wildest Dreams,2015
1556,Sam Smith,58,Stay With Me,2015
1557,DJ Snake & AlunaGeorge,59,You Know You Like It,2015
1558,Fall Out Boy,60,Uma Thurman,2015
1559,Beyonce,61,7/11,2015
1560,Selena Gomez,62,The Heart Wants What It Wants,2015
1561,Little Big Town,63,Girl Crush,2015
1562,Trey Songz,64,Slow Motion,2015
1563,One Direction,65,Drag Me Down,2015
1564,Nicki Minaj Featuring Drake & Lil Wayne,66,Truffle Butter,2015
1565,Ariana Grande,67,One Last Time,2015
1566,Nick Jonas,68,Chains,2015
1567,Meek Mill Featuring Chris Brown & Nicki Minaj,69,All Eyes On You,2015
1568,Rae Sremmurd,70,No Type,2015
1569,Vance Joy,71,Riptide,2015
1570,Jidenna Featuring Roman GianArthur,72,Classic Man,2015
1571,Elle King,73,Ex's & Oh's,2015
1572,Meghan Trainor,74,Dear Future Husband,2015
1573,Charlie Puth Featuring Meghan Trainor,75,Marvin Gaye,2015
1574,Meghan Trainor Featuring John Legend,76,Like I'm Gonna Lose You,2015
1575,Tove Lo,77,Habits (Stay High),2015
1576,James Newton Howard Featuring Jennifer Lawrence,78,The Hanging Tree,2015
1577,O.T. Genasis,79,CoCo,2015
1578,"Jessie J, Ariana Grande & Nicki Minaj",80,Bang Bang,2015
1579,Sam Smith,81,Lay Me Down,2015
1580,I LOVE MAKONNEN Featuring Drake,82,Tuesday,2015
1581,iLoveMemphis,83,Hit The Quan,2015
1582,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",84,Downtown,2015
1583,Sam Hunt,85,House Party,2015
1584,Chris Brown & Tyga,86,Ayo,2015
1585,Luke Bryan,87,Kick The Dust Up,2015
1586,Big Sean Featuring Drake,88,Blessings,2015
1587,George Ezra,89,Budapest,2015
1588,Sia,90,Chandelier,2015
1589,Kelly Clarkson,91,Heartbeat Song,2015
