,Artist,Rank,Song Title,Year
564,Climax Blues Band,32,Couldn't Get It Right,1977
565,Commodores,33,Easy,1977
566,Jennifer Warnes,34,Right Time Of The Night,1977
567,Natalie Cole,35,I've Got Love On My Mind,1977
568,Manfred Mann's Earth Band,36,BLINDED BY THE LIGHT,1977
569,Barry Manilow,37,Looks Like We Made It,1977
570,Atlanta Rhythm Section,38,So In To You,1977
571,Fleetwood Mac,39,DREAMS,1977
572,Brick,41,DAZZ,1977
573,Peter Frampton,42,I'm In You,1977
574,Kenny Rogers,43,Lucille,1977
575,Shaun Cassidy,45,Da Doo Ron Ron,1977
576,James Taylor,46,Handy Man,1977
577,Alice Cooper,48,You And Me,1977
578,Johnny Rivers,49,Swayin' To The Music (Slow Dancin'),1977
579,Andrew Gold,50,Lonely Boy,1977
580,Stevie Wonder,51,I Wish,1977
581,Fleetwood Mac,52,Don't Stop,1977
582,Heart,53,Barracuda,1977
583,The Brothers Johnson,54,Strawberry Letter 23,1977
584,Bob Seger,55,Night Moves,1977
585,Helen Reddy,56,You're My World,1977
586,Marshall Tucker Band,57,Heard It In A Love Song,1977
587,Kansas,58,Carry On Wayward Son,1977
588,Eagles,59,New Kid In Town/victim Of Love,1977
589,Engelbert Humperdinck,61,After The Lovin',1977
590,The Steve Miller Band,62,Jet Airliner,1977
591,Burton Cummings,63,Stand Tall,1977
592,Elvis Presley,64,Way Down,1977
593,Barry Manilow,65,Weekend In New England,1977
594,Ronnie Milsap,66,It Was Almost Like A Song,1977
595,Foreigner,68,Cold As Ice,1977
596,Dean Friedman,69,Ariel,1977
597,Bread,70,Lost Without Your Love,1977
598,Meco,71,Theme From Star Wars,1977
599,The Floaters,72,Float On,1977
600,David Dundas,73,Jeans On,1977
601,Boz Scaggs,74,Lido Shuffle,1977
602,Bay City Rollers,76,You Made Me Believe In Magic,1977
603,Electric Light Orchestra,77,Livin' Thing,1977
604,Supertramp,78,Give A Little Bit,1977
605,Bee Gees,80,Love So Right,1977
606,Alice Cooper,82,I Never Cry,1977
607,Carly Simon,83,Nobody Does It Better,1977
608,The Sylvers,84,High School Dance,1977
609,Kenny Nolan,85,Love's Grown Deep,1977
610,Joe Tex,86,Ain't Gonna Bump No More (with No Big Fat Woman),1977
611,Rose Royce,87,I Wanna Get Next To You,1977
612,Queen,88,Somebody To Love,1977
613,Captain & Tennille,89,Muskrat Love,1977
614,Aerosmith,90,Walk This Way,1977
615,Al Stewart,92,Year Of The Cat,1977
616,Heatwave,93,Boogie Nights,1977
617,Fleetwood Mac,94,Go Your Own Way,1977
618,Elton John,95,Sorry Seems To Be The Hardest Word,1977
619,B.J. Thomas,96,Don't Worry Baby,1977
620,ABBA,97,"Knowing Me, Knowing You",1977
621,Leo Sayer,98,How Much Love,1977
622,London Symphony Orchestra,99,Theme From Star Wars,1977
623,C.J. & Company,100,Devil's Gun,1977
624,Andy Gibb,1,Shadow Dancing,1978
625,Bee Gees,2,Night Fever,1978
626,Debby Boone,3,You Light Up My Life,1978
627,Bee Gees,4,Stayin' Alive,1978
628,Exile,5,KISS YOU ALL OVER,1978
629,Bee Gees,6,How Deep Is Your Love,1978
630,Player,7,Baby Come Back,1978
631,Andy Gibb,8,Love Is Thicker Than Water,1978
632,A Taste Of Honey,9,Boogie Oogie Oogie,1978
633,Commodores,10,Three Times A Lady,1978
634,Frankie Valli,11,Grease,1978
635,Paul Davis,12,I Go Crazy,1978
636,John Travolta & Olivia Newton-John,13,You're The One That I Want,1978
637,Samantha Sang,14,Emotion,1978
638,Eric Clapton,15,Lay Down Sally,1978
639,The Rolling Stones,16,Miss You,1978
640,Billy Joel,17,Just The Way You Are,1978
641,Wings,18,With A Little Luck,1978
642,Yvonne Elliman,19,If I Can't Have You,1978
643,Chic,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",1978
644,Chuck Mangione,21,Feels So Good,1978
645,Sweet,23,Love Is Like Oxygen,1978
646,Bonnie Tyler,24,It's A Heartache,1978
647,Gerry Rafferty,26,Baker Street,1978
648,Meat Loaf,30,TWO OUT OF THREE AIN't BAD,1978
649,ABBA,32,Take A Chance On Me,1978
650,Dan Hill,33,Sometimes When We Touch,1978
651,Donna Summer,34,Last Dance,1978
652,Olivia Newton-John,35,Hopelessly Devoted To You,1978
653,Foreigner,36,Hot Blooded,1978
654,Roberta Flack With Donny Hathaway,38,The Closer I Get To You,1978
655,Kansas,39,Dust In The Wind,1978
656,Randy Newman,41,Short People,1978
657,The O'Jays,42,Use Ta Be My Girl,1978
658,Natalie Cole,43,Our Love,1978
659,Pablo Cruise,44,Love Will Find A Way,1978
660,Andy Gibb,45,An Everlasting Love,1978
661,John Paul Young,46,Love Is In The Air,1978
662,David Gates,47,Goodbye Girl,1978
663,Paul Simon,48,Slip Slidin' Away,1978
664,Heatwave,49,The Groove Line,1978
665,Jay Ferguson,50,Thunder Island,1978
666,Atlanta Rhythm Section,51,Imaginary Lover,1978
667,Bob Seger & The Silver Bullet Band,52,Still The Same,1978
668,Toby Beau,53,My Angel Baby,1978
669,The Trammps,54,Disco Inferno,1978
670,George Benson,55,On Broadway,1978
671,Styx,56,Come Sail Away,1978
672,Player,58,This Time I'm In It For Love,1978
673,Carly Simon,59,You Belong To Me,1978
674,Dolly Parton,60,Here You Come Again,1978
675,Linda Ronstadt,61,Blue Bayou,1978
676,Steely Dan,62,Peg,1978
677,Anne Murray,63,You Needed Me,1978
678,Little River Band,65,Reminiscing,1978
679,Jefferson Starship,66,Count On Me,1978
680,Eddie Money,67,Baby Hold On,1978
681,Shaun Cassidy,68,Hey Deanie,1978
682,John Travolta & Olivia Newton-John,69,Summer Nights,1978
683,Lynyrd Skynyrd,70,What's Your Name,1978
684,Crystal Gayle,71,Don't It Make My Brown Eyes Blue,1978
685,Robert Palmer,73,Every Kinda People,1978
686,Barry Manilow,74,Copacabana,1978
687,Rick James,76,You And I,1978
688,"Earth, Wind & Fire",77,Serpentine Fire,1978
689,Bob Welch,78,Sentimental Lady,1978
690,Le Blanc & Carr,79,Falling,1978
691,Santa Esmeralda,80,Don't Let Me Be Misunderstood,1978
692,Michael Johnson,81,Bluer Than Blue,1978
693,Jackson Browne,82,Running On Empty,1978
694,Foxy,85,Get Off,1978
695,Joe Walsh,87,Life's Been Good,1978
696,High Inergy,89,You Can't Turn Me Off (In The Middle Of Turning Me On),1978
697,Linda Ronstadt,90,It's So Easy,1978
698,Odyssey,91,Native New Yorker,1978
699,Parliament,92,Flashlight,1978
700,Boston,93,Don't Look Back,1978
701,Electric Light Orchestra,94,Turn To Stone,1978
702,Eruption,95,I Can't Stand The Rain,1978
703,Bob Welch,96,Ebony Eyes,1978
704,ABBA,97,The Name Of The Game,1978
705,Rita Coolidge,98,We're All Alone,1978
706,Bob Seger & The Silver Bullet Band,99,Hollywood Nights,1978
707,Steely Dan,100,Deacon Blues,1978
708,The Knack,1,My Sharona,1979
709,Donna Summer,2,BAD GIRLS,1979
710,Chic,3,Le Freak,1979
711,Rod Stewart,4,DO YA THINK I'm SEXY,1979
712,Peaches & Herb,5,Reunited,1979
713,Gloria Gaynor,6,I Will Survive,1979
714,Donna Summer,7,Hot Stuff,1979
715,Village People,8,Y.M.C.A.,1979
716,Anita Ward,9,Ring My Bell,1979
717,Robert John,10,Sad Eyes,1979
718,Bee Gees,11,Too Much Heaven,1979
719,Dr. Hook,13,When You're In Love With A Beautiful Woman,1979
720,David Naughton,14,Makin' It,1979
721,The Pointer Sisters,15,Fire,1979
722,Bee Gees,16,Tragedy,1979
723,Olivia Newton-John,17,A Little More Love,1979
724,Blondie,18,Heart Of Glass,1979
725,The Doobie Brothers,19,What A Fool Believes,1979
726,Chic,20,GOOD TIMES,1979
727,Barbra Streisand & Neil Diamond,21,You Don't Bring Me Flowers,1979
728,Amii Stewart,22,Knock On Wood,1979
729,Maxine Nightingale,24,Lead Me On,1979
730,Melissa Manchester,26,Don't Cry Out Loud,1979
731,Supertramp,27,The Logical Song,1979
732,Billy Joel,28,My Life,1979
733,Randy VanWarmer,29,Just When I Needed You Most,1979
734,Raydio,30,You Can't Change That,1979
735,Peaches & Herb,31,Shake Your Groove Thing,1979
736,Dionne Warwick,32,I'll Never Love This Way Again,1979
737,Bee Gees,33,Love You Inside Out,1979
738,Cheap Trick,34,I Want You To Want Me,1979
739,Barbra Streisand,35,Main Event,1979
740,Elton John,36,Mama Can't Buy You Love,1979
741,Leif Garrett,37,I Was Made For Dancing,1979
742,"Earth, Wind & Fire",38,After The Love Has Gone,1979
743,Kenny Rogers,40,The Gambler,1979
744,Nicolette Larson,41,Lotta Love,1979
745,Little River Band,42,Lady,1979
746,Bonnie Pointer,43,Heaven Must Have Sent You,1979
747,Toto,44,Hold The Line,1979
748,Sister Sledge,45,He's The Greatest Dancer,1979
749,Dr. Hook,46,Sharing The Night Together,1979
750,Kenny Rogers,47,She Believes In Me,1979
751,Village People,48,In The Navy,1979
752,Frank Mills,49,Music Box Dancer,1979
753,Charlie Daniels Band,50,The Devil Went Down To Georgia,1979
754,John Stewart,51,Gold,1979
755,Wings,52,Goodnight Tonight,1979
756,Sister Sledge,53,We Are Family,1979
757,Bad Company,54,Rock 'n' Roll Fantasy,1979
758,Hot Chocolate,55,Every 1's A Winner,1979
759,Cher,56,Take Me Home,1979
760,"Earth, Wind & Fire",57,Boogie Wonderland,1979
761,Andy Gibb,58,(Our Love) Don't Throw It All Away,1979
762,Bobby Caldwell,59,What You Won't Do For Love,1979
763,Ace Frehley,60,New York Groove,1979
764,Dire Straits,61,Sultans Of Swing,1979
765,Chic,62,I Want Your Love,1979
766,McFadden & Whitehead,65,Ain't No Stoppin' Us Now,1979
767,Little River Band,66,Lonesome Loser,1979
768,Styx,67,Renegade,1979
769,England Dan & John Ford Coley,68,LOVE IS THE ANSWER,1979
770,Cheryl Lynn,69,Got To Be Real,1979
771,Patrick Hernandez,70,Born To Be Alive,1979
772,Electric Light Orchestra,71,Shine A Little Love,1979
773,Anne Murray,72,I Just Fall In Love Again,1979
774,Ian Matthews,73,Shake It,1979
775,KISS,74,I Was Made For Lovin' You,1979
776,Gino Vannelli,75,I Just Wanna Stop,1979
777,Linda Ronstadt,77,Ooh Baby Baby,1979
778,"Earth, Wind & Fire",78,September,1979
779,Al Stewart,79,Time Passages,1979
780,Herb Alpert,80,Rise,1979
781,Electric Light Orchestra,81,Don't Bring Me Down,1979
782,Eric Clapton,82,Promises,1979
783,Roger Voudoris,83,Get Used To It,1979
784,Ambrosia,84,How Much I Feel,1979
785,Eddie Rabbitt,85,Suspicions,1979
786,Rex Smith,86,You Take My Breath Away,1979
787,Alice Cooper,87,How You Gonna See Me Now,1979
788,Foreigner,88,Double Vision,1979
789,Barry Manilow,93,Somewhere In The Night,1979
790,Bob Seger,94,We've Got Tonight,1979
791,Van Halen,95,Dance The Night Away,1979
792,Nigel Olsson,96,Dancing Shoes,1979
793,Diana Ross,97,The Boss,1979
794,Commodores,98,Sail On,1979
795,Firefall,100,Strange Way,1979
796,Olivia Newton-John,3,Magic,1980
797,Michael Jackson,4,Rock With You,1980
798,Captain & Tennille,5,Do That To Me One More Time,1980
799,Queen,6,Crazy Little Thing Called Love,1980
800,Lipps Inc.,8,Funkytown,1980
801,Bette Midler,10,The Rose,1980
802,Rupert Holmes,11,Escape,1980
803,Gary Numan,12,Cars,1980
804,Smokey Robinson,13,CRUISIN',1980
805,Air Supply,15,Lost In Love,1980
806,Elton John,16,Little Jeannie,1980
807,Christopher Cross,17,Ride Like The Wind,1980
808,Diana Ross,18,Upside Down,1980
809,Styx,20,Babe,1980
810,Billy Preston & Syreeta,21,With You I'm Born Again,1980
811,The Manhattans,22,Shining Star,1980
812,Commodores,23,Still,1980
813,Dr. Hook,25,Sexy Eyes,1980
814,Robbie Dupree,26,Steal Away,1980
815,Ambrosia,27,Biggest Part Of Me,1980
816,Kenny Loggins,28,This Is It,1980
817,Jermaine Jackson,30,Let's Get Serious,1980
818,Christopher Cross,32,Sailing,1980
819,Dan Fogelberg,33,Longer,1980
820,Kenny Rogers,34,Coward Of The County,1980
821,Kool & The Gang,35,Ladies Night,1980
822,Kool & The Gang,36,TOO HOT,1980
823,Kim Carnes,39,More Love,1980
824,M,40,Pop Muzik,1980
825,Pretenders,41,Brass In Pocket,1980
826,"Ray, Goodman & Brown",42,Special Lady,1980
827,Stevie Wonder,43,Send One Your Love,1980
828,Shalamar,44,The Second Time Around,1980
829,Cliff Richard,45,We Don't Talk Anymore,1980
830,The Brothers Johnson,46,Stomp,1980
831,Eagles,47,Heartache Tonight,1980
832,Rocky Burnette,48,Tired Of Toein' The Line,1980
833,Dr. Hook,49,Better Love Next Time,1980
834,Rupert Holmes,50,Him,1980
835,Donna Summer,52,On The Radio,1980
836,The Rolling Stones,53,Emotional Rescue,1980
837,Herb Alpert,54,Rise,1980
838,Air Supply,55,All Out Of Love,1980
839,Little River Band,56,Cool Change,1980
840,J.D. Souther,57,You're Only Lonely,1980
841,Andy Gibb,58,Desire,1980
842,Pete Townshend,59,Let My Love Open The Door,1980
843,Steve Forbert,60,Romeo's Tune,1980
844,Anne Murray,61,Daydream Believer,1980
845,Eagles,62,I Can't Tell You Why,1980
846,Isaac Hayes,63,Don't Let Go,1980
847,Michael Jackson,65,She's Out Of My Life,1980
848,Irene Cara,66,Fame,1980
849,Linda Ronstadt,68,How Do I Make You,1980
850,Benny Mardones,69,Into The Night,1980
851,Pure Prairie League,70,Let Me Love You Tonight,1980
852,Genesis,71,Misunderstanding,1980
853,The Dirt Band,72,An American Dream,1980
854,Carole King,73,One Fine Day,1980
855,Donna Summer,74,DIM ALL THE LIGHTS,1980
856,Billy Joel,75,You May Be Right,1980
857,Neil Sedaka & Dara Sedaka,76,Should've Never Let You Go,1980
858,Charlie Dore,77,Pilot Of The Airwaves,1980
859,Linda Ronstadt,78,Hurt So Bad,1980
860,Michael Jackson,79,Off The Wall,1980
861,Peaches & Herb,80,I Pledge My Love,1980
862,Eagles,81,The Long Run,1980
863,Mickey Gilley,82,Stand By Me,1980
864,Pat Benatar,83,Heartbreaker,1980
865,Eddie Rabbitt,85,Drivin' My Life Away,1980
866,Supertramp,86,Take The Long Way Home,1980
867,Fleetwood Mac,87,Sara,1980
868,Boz Scaggs,89,Jo Jo,1980
869,Neil Diamond,90,September Morn',1980
870,George Benson,91,Give Me The Night,1980
871,Anne Murray,92,Broken Hearted Me,1980
872,Kenny Rogers,93,You Decorated My Life,1980
873,Fleetwood Mac,94,Tusk,1980
874,Prince,95,I Wanna Be Your Lover,1980
875,The Charlie Daniels Band,96,In America,1980
876,Boz Scaggs,97,Breakdown Dead Ahead,1980
877,Barry Manilow,98,Ships,1980
878,Joe Walsh,99,All Night Long,1980
