,Artist,Rank,Song Title,Year
1668,Beyonce Featuring Slim Thug,10,Check On It,1998
1669,Mary J. Blige,11,Be Without You,1998
1670,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1998
1671,The Fray,13,Over My Head (Cable Car),1998
1672,Cassie,14,Me & U,1998
1673,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1998
1674,Chris Brown,16,Run It!,1998
1675,Ne-Yo,17,So Sick,1998
1676,Yung Joc,18,It's Goin' Down,1998
1677,Rihanna,19,SOS,1998
1678,Panic! At The Disco,20,I Write Sins Not Tragedies,1998
1679,The All-American Rejects,21,Move Along,1998
1680,Fergie,22,London Bridge,1998
1681,Red Hot Chili Peppers,23,Dani California,1998
1682,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1998
1683,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1998
1684,Rascal Flatts,26,What Hurts The Most,1998
1685,The Fray,27,How To Save A Life,1998
1686,Rihanna,28,Unfaithful,1998
1687,Snow Patrol,29,Chasing Cars,1998
1688,Hinder,30,Lips Of An Angel,1998
1689,Cascada,31,Everytime We Touch,1998
1690,Christina Aguilera,32,Ain't No Other Man,1998
1691,Fall Out Boy,33,"Dance, Dance",1998
1692,Kanye West Featuring Jamie Foxx,34,Gold Digger,1998
1693,Ludacris Featuring Pharrell,35,Money Maker,1998
1694,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1998
1695,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1998
1696,Nickelback,38,Photograph,1998
1697,Kelly Clarkson,39,Because Of You,1998
1698,The Pussycat Dolls,40,Stickwitu,1998
1699,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1998
1700,The Black Eyed Peas,42,My Humps,1998
1701,Fort Minor Featuring Holly Brook,43,Where'd You Go,1998
1702,Chris Brown,44,Yo (Excuse Me Miss),1998
1703,Kelly Clarkson,45,Walk Away,1998
1704,D4L,46,Laffy Taffy,1998
1705,T.I.,47,What You Know,1998
1706,The All-American Rejects,48,Dirty Little Secret,1998
1707,Nickelback,49,Savin' Me,1998
1708,Mariah Carey,50,Don't Forget About Us,1998
1709,Ne-Yo,51,Sexy Love,1998
1710,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1998
1711,Nickelback,53,Far Away,1998
1712,Nick Lachey,54,What's Left Of Me,1998
1713,Field Mob Featuring Ciara,55,So What,1998
1714,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1998
1715,KT Tunstall,57,Black Horse & The Cherry Tree,1998
1716,Juelz Santana,58,There It Go! (The Whistle Song),1998
1717,Young Dro Featuring T.I.,59,Shoulder Lean,1998
1718,Jamie Foxx Featuring Ludacris,60,Unpredictable,1998
1719,Justin Timberlake Featuring T.I.,61,My Love,1998
1720,Eminem Featuring Nate Dogg,62,Shake That,1998
1721,Chingy Featuring Tyrese,63,Pullin' Me Back,1998
1722,Kelis Featuring Too $hort,64,Bossy,1998
1723,Jibbs,65,Chain Hang Low,1998
1724,Akon Featuring Eminem,66,Smack That,1998
1725,Ray J,67,One Wish,1998
1726,Fall Out Boy,68,"Sugar, We're Goin' Down",1998
1727,Chris Brown Featuring Lil Wayne,69,Gimme That,1998
1728,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1998
1729,Bon Jovi,71,Who Says You Can't Go Home,1998
1730,JoJo,72,Too Little Too Late,1998
1731,Busta Rhymes,73,Touch It,1998
1732,Daddy Yankee,74,Rompe,1998
1733,Beyonce Featuring Jay Z,75,Deja Vu,1998
1734,Rascal Flatts,76,Life Is A Highway,1998
1735,Evanescence,77,Call Me When You're Sober,1998
1736,Carrie Underwood,78,"Jesus, Take The Wheel",1998
1737,Danity Kane,79,Show Stopper,1998
1738,Ciara Featuring Chamillionaire,80,Get Up,1998
1739,Sean Paul,81,We Be Burnin',1998
1740,Blue October,82,Hate Me,1998
1741,Lifehouse,83,You And Me,1998
1742,The Pussycat Dolls Featuring will.i.am,84,Beep,1998
1743,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1998
1744,Chris Brown,86,Say Goodbye,1998
1745,John Mayer,87,Waiting On The World To Change,1998
1746,Young Jeezy Featuring Akon,88,Soul Survivor,1998
1747,The Black Eyed Peas,89,Pump It,1998
1748,Eminem,90,When I'm Gone,1998
1749,Madonna,91,Hung Up,1998
1750,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1998
1751,Keyshia Cole,93,Love,1998
1752,Ne-Yo,94,When You're Mad,1998
1753,T.I.,95,Why You Wanna,1998
1754,P!nk,96,Stupid Girls,1998
1755,Gorillaz,97,Feel Good Inc,1998
1756,T-Pain,98,I'm Sprung,1998
1757,Taylor Hicks,99,Do I Make You Proud,1998
1758,Teddy Geiger,100,For You I Will (Confidence),1998
1759,Daniel Powter,1,Bad Day,1999
1760,Sean Paul,2,Temperature,1999
1761,Nelly Furtado Featuring Timbaland,3,Promiscuous,1999
1762,James Blunt,4,You're Beautiful,1999
1763,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1999
1764,Natasha Bedingfield,6,Unwritten,1999
1765,Gnarls Barkley,7,Crazy,1999
1766,Chamillionaire Featuring Krayzie Bone,8,Ridin',1999
1767,Justin Timberlake,9,SexyBack,1999
1768,Beyonce Featuring Slim Thug,10,Check On It,1999
1769,Mary J. Blige,11,Be Without You,1999
1770,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1999
1771,The Fray,13,Over My Head (Cable Car),1999
1772,Cassie,14,Me & U,1999
1773,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1999
1774,Chris Brown,16,Run It!,1999
1775,Ne-Yo,17,So Sick,1999
1776,Yung Joc,18,It's Goin' Down,1999
1777,Rihanna,19,SOS,1999
1778,Panic! At The Disco,20,I Write Sins Not Tragedies,1999
1779,The All-American Rejects,21,Move Along,1999
1780,Fergie,22,London Bridge,1999
1781,Red Hot Chili Peppers,23,Dani California,1999
1782,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1999
1783,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1999
1784,Rascal Flatts,26,What Hurts The Most,1999
1785,The Fray,27,How To Save A Life,1999
1786,Rihanna,28,Unfaithful,1999
1787,Snow Patrol,29,Chasing Cars,1999
1788,Hinder,30,Lips Of An Angel,1999
1789,Cascada,31,Everytime We Touch,1999
1790,Christina Aguilera,32,Ain't No Other Man,1999
1791,Fall Out Boy,33,"Dance, Dance",1999
1792,Kanye West Featuring Jamie Foxx,34,Gold Digger,1999
1793,Ludacris Featuring Pharrell,35,Money Maker,1999
1794,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1999
1795,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1999
1796,Nickelback,38,Photograph,1999
1797,Kelly Clarkson,39,Because Of You,1999
1798,The Pussycat Dolls,40,Stickwitu,1999
1799,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1999
1800,The Black Eyed Peas,42,My Humps,1999
1801,Fort Minor Featuring Holly Brook,43,Where'd You Go,1999
1802,Chris Brown,44,Yo (Excuse Me Miss),1999
1803,Kelly Clarkson,45,Walk Away,1999
1804,D4L,46,Laffy Taffy,1999
1805,T.I.,47,What You Know,1999
1806,The All-American Rejects,48,Dirty Little Secret,1999
1807,Nickelback,49,Savin' Me,1999
1808,Mariah Carey,50,Don't Forget About Us,1999
1809,Ne-Yo,51,Sexy Love,1999
1810,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1999
1811,Nickelback,53,Far Away,1999
1812,Nick Lachey,54,What's Left Of Me,1999
1813,Field Mob Featuring Ciara,55,So What,1999
1814,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1999
1815,KT Tunstall,57,Black Horse & The Cherry Tree,1999
1816,Juelz Santana,58,There It Go! (The Whistle Song),1999
1817,Young Dro Featuring T.I.,59,Shoulder Lean,1999
1818,Jamie Foxx Featuring Ludacris,60,Unpredictable,1999
1819,Justin Timberlake Featuring T.I.,61,My Love,1999
1820,Eminem Featuring Nate Dogg,62,Shake That,1999
1821,Chingy Featuring Tyrese,63,Pullin' Me Back,1999
1822,Kelis Featuring Too $hort,64,Bossy,1999
1823,Jibbs,65,Chain Hang Low,1999
1824,Akon Featuring Eminem,66,Smack That,1999
1825,Ray J,67,One Wish,1999
1826,Fall Out Boy,68,"Sugar, We're Goin' Down",1999
1827,Chris Brown Featuring Lil Wayne,69,Gimme That,1999
1828,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1999
1829,Bon Jovi,71,Who Says You Can't Go Home,1999
1830,JoJo,72,Too Little Too Late,1999
1831,Busta Rhymes,73,Touch It,1999
1832,Daddy Yankee,74,Rompe,1999
1833,Beyonce Featuring Jay Z,75,Deja Vu,1999
1834,Rascal Flatts,76,Life Is A Highway,1999
1835,Evanescence,77,Call Me When You're Sober,1999
1836,Carrie Underwood,78,"Jesus, Take The Wheel",1999
1837,Danity Kane,79,Show Stopper,1999
1838,Ciara Featuring Chamillionaire,80,Get Up,1999
1839,Sean Paul,81,We Be Burnin',1999
1840,Blue October,82,Hate Me,1999
1841,Lifehouse,83,You And Me,1999
1842,The Pussycat Dolls Featuring will.i.am,84,Beep,1999
1843,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1999
1844,Chris Brown,86,Say Goodbye,1999
1845,John Mayer,87,Waiting On The World To Change,1999
1846,Young Jeezy Featuring Akon,88,Soul Survivor,1999
1847,The Black Eyed Peas,89,Pump It,1999
1848,Eminem,90,When I'm Gone,1999
1849,Madonna,91,Hung Up,1999
1850,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1999
1851,Keyshia Cole,93,Love,1999
1852,Ne-Yo,94,When You're Mad,1999
1853,T.I.,95,Why You Wanna,1999
1854,P!nk,96,Stupid Girls,1999
1855,Gorillaz,97,Feel Good Inc,1999
1856,T-Pain,98,I'm Sprung,1999
1857,Taylor Hicks,99,Do I Make You Proud,1999
1858,Teddy Geiger,100,For You I Will (Confidence),1999
1859,Daniel Powter,1,Bad Day,2000
1860,Sean Paul,2,Temperature,2000
1861,Nelly Furtado Featuring Timbaland,3,Promiscuous,2000
1862,James Blunt,4,You're Beautiful,2000
1863,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,2000
1864,Natasha Bedingfield,6,Unwritten,2000
1865,Gnarls Barkley,7,Crazy,2000
1866,Chamillionaire Featuring Krayzie Bone,8,Ridin',2000
1867,Justin Timberlake,9,SexyBack,2000
1868,Beyonce Featuring Slim Thug,10,Check On It,2000
1869,Mary J. Blige,11,Be Without You,2000
1870,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,2000
1871,The Fray,13,Over My Head (Cable Car),2000
1872,Cassie,14,Me & U,2000
1873,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,2000
1874,Chris Brown,16,Run It!,2000
1875,Ne-Yo,17,So Sick,2000
1876,Yung Joc,18,It's Goin' Down,2000
1877,Rihanna,19,SOS,2000
1878,Panic! At The Disco,20,I Write Sins Not Tragedies,2000
1879,The All-American Rejects,21,Move Along,2000
1880,Fergie,22,London Bridge,2000
1881,Red Hot Chili Peppers,23,Dani California,2000
1882,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,2000
1883,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",2000
1884,Rascal Flatts,26,What Hurts The Most,2000
1885,The Fray,27,How To Save A Life,2000
1886,Rihanna,28,Unfaithful,2000
1887,Snow Patrol,29,Chasing Cars,2000
1888,Hinder,30,Lips Of An Angel,2000
1889,Cascada,31,Everytime We Touch,2000
1890,Christina Aguilera,32,Ain't No Other Man,2000
1891,Fall Out Boy,33,"Dance, Dance",2000
1892,Kanye West Featuring Jamie Foxx,34,Gold Digger,2000
1893,Ludacris Featuring Pharrell,35,Money Maker,2000
1894,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,2000
1895,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,2000
1896,Nickelback,38,Photograph,2000
1897,Kelly Clarkson,39,Because Of You,2000
1898,The Pussycat Dolls,40,Stickwitu,2000
1899,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),2000
1900,The Black Eyed Peas,42,My Humps,2000
1901,Fort Minor Featuring Holly Brook,43,Where'd You Go,2000
1902,Chris Brown,44,Yo (Excuse Me Miss),2000
1903,Kelly Clarkson,45,Walk Away,2000
1904,D4L,46,Laffy Taffy,2000
1905,T.I.,47,What You Know,2000
1906,The All-American Rejects,48,Dirty Little Secret,2000
1907,Nickelback,49,Savin' Me,2000
1908,Mariah Carey,50,Don't Forget About Us,2000
1909,Ne-Yo,51,Sexy Love,2000
1910,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,2000
1911,Nickelback,53,Far Away,2000
1912,Nick Lachey,54,What's Left Of Me,2000
1913,Field Mob Featuring Ciara,55,So What,2000
1914,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,2000
1915,KT Tunstall,57,Black Horse & The Cherry Tree,2000
1916,Juelz Santana,58,There It Go! (The Whistle Song),2000
1917,Young Dro Featuring T.I.,59,Shoulder Lean,2000
1918,Jamie Foxx Featuring Ludacris,60,Unpredictable,2000
1919,Justin Timberlake Featuring T.I.,61,My Love,2000
1920,Eminem Featuring Nate Dogg,62,Shake That,2000
1921,Chingy Featuring Tyrese,63,Pullin' Me Back,2000
1922,Kelis Featuring Too $hort,64,Bossy,2000
1923,Jibbs,65,Chain Hang Low,2000
1924,Akon Featuring Eminem,66,Smack That,2000
1925,Ray J,67,One Wish,2000
1926,Fall Out Boy,68,"Sugar, We're Goin' Down",2000
1927,Chris Brown Featuring Lil Wayne,69,Gimme That,2000
1928,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,2000
1929,Bon Jovi,71,Who Says You Can't Go Home,2000
1930,JoJo,72,Too Little Too Late,2000
1931,Busta Rhymes,73,Touch It,2000
1932,Daddy Yankee,74,Rompe,2000
1933,Beyonce Featuring Jay Z,75,Deja Vu,2000
1934,Rascal Flatts,76,Life Is A Highway,2000
1935,Evanescence,77,Call Me When You're Sober,2000
1936,Carrie Underwood,78,"Jesus, Take The Wheel",2000
1937,Danity Kane,79,Show Stopper,2000
1938,Ciara Featuring Chamillionaire,80,Get Up,2000
1939,Sean Paul,81,We Be Burnin',2000
1940,Blue October,82,Hate Me,2000
1941,Lifehouse,83,You And Me,2000
1942,The Pussycat Dolls Featuring will.i.am,84,Beep,2000
1943,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,2000
1944,Chris Brown,86,Say Goodbye,2000
1945,John Mayer,87,Waiting On The World To Change,2000
1946,Young Jeezy Featuring Akon,88,Soul Survivor,2000
1947,The Black Eyed Peas,89,Pump It,2000
1948,Eminem,90,When I'm Gone,2000
1949,Madonna,91,Hung Up,2000
1950,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,2000
1951,Keyshia Cole,93,Love,2000
1952,Ne-Yo,94,When You're Mad,2000
1953,T.I.,95,Why You Wanna,2000
1954,P!nk,96,Stupid Girls,2000
1955,Gorillaz,97,Feel Good Inc,2000
1956,T-Pain,98,I'm Sprung,2000
1957,Taylor Hicks,99,Do I Make You Proud,2000
1958,Teddy Geiger,100,For You I Will (Confidence),2000
